Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
2224,3,0,0,3,2,".@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http://t.co/X3Oapfm3e8 #VCCamelRaces"
2232,3,0,3,0,1,".@TheRevAl Hey you race baiting FBI informant bitch, where's your punk ass speaking for justice on this? http://t.co/3OcxPxlYdt"
2235,3,0,1,2,2,.@everSoTweetly4u Klain's real (sole) job is to dampen down the mushrooming bad PR and political fallout heading into Nov election.
2237,3,0,0,3,2,.@nathirhussein Al Qaeda's market share is dropping faster than Viacom &amp; Enron in the Jihadi stock market
2238,3,0,3,0,1,".@reddroostermann 's love of Obama is unrequited, however. Obama is clearly Putin's bitch."
2241,3,0,3,0,1,1 good girl is worth 1000 hoes
2243,4,0,4,0,1,1 more day bitches!!!!
2245,3,0,3,0,1,1 thang i know these bitches come n go so keep em out your bussiness
2249,3,0,3,0,1,"1, 2, 3, 4, 5 I&#8217;m too drunk to walk, let&#8217;s drive. I got bitches with me all night And the party don&#8217;t start 'til the drugs arrive #Loaded"
2262,3,0,1,2,2,1300 for the eggs sunny side nicca .. @EastsideDame
2264,3,0,3,0,1,18 year old pussy tastes like hope.
2269,3,0,3,0,1,1st game of Fall 7s.. finna kill some hoes
2275,3,1,2,0,1,2 faced bitch
2287,3,1,2,0,1,"2Pac was real af on ""Temptations"". Thats exactly how it be for niggas getting money and bitches"
2288,3,0,3,0,1,2fine4cheapwine@yahoo.com &#171;@Datjollygirl So who used my email address for this chat line? All these bitches hittin me up &#128530;&#187;
2302,3,0,3,0,1,40 mins. Until that bitch drop
2306,3,0,0,3,2,"5 bags of chips, 3 Rice Krispies, 3 seeds, 3 gummies, a pop tart, some crackers, 3 powerades, and a water yuhhh I'm good lol"
2323,3,0,2,1,1,90 percent yo bitch with me 100 percent that scrap with me
2327,3,0,2,1,1,"95% of the truly talented people i've come across are retarded professionally. 95% of the awful, untalented people are on point and polite.."
2330,3,0,3,0,1,99 problems but a bitch ain't one
2334,3,0,3,0,1,@ me bitch
2337,3,0,3,0,1,@ the person who significant other a hoe and you the s/o cheating
2339,3,0,1,2,2,@05235fd083ad408 hick yes
2340,3,0,3,0,1,@05proFESSOR ... That's what happens when your getting pussy. Pussy or Twitter? Seems like a clear cut choice to me. Hahahaha
2353,6,0,0,6,2,@1Corinthians126 #HolySpirit God still share HIS #Secrets Amos 3:7 blessings #Jesus
2373,3,1,2,0,1,@253hippy Bc she's a cunt hoe bag
2376,3,1,2,0,1,@2LEGIT4that go be cunt somewhere else
2382,3,0,3,0,1,@40oz_VAN IYCMI. I can't get any work done if you keep showin off your bitches.
2390,3,0,3,0,1,@AARONCARTER push me on the wall slowly take my panties down and write alphabet with ur tongue on my tight pussy
2401,3,0,2,1,1,@ALatrice16 beautiful bride... Tell Erica congrats if she remembers a nig...
2402,3,0,3,0,1,"@APrivilege lmao.. Brutal for the nigs who can't get jobs, lol.."
2405,3,0,1,2,2,@ASourAppleTree Have heard hillbilly grousings that bugs much worse in the KV since MIC shut down.
2414,3,0,3,0,1,@AbstractLife two trash ass passes you know damn well you saw it too. on 2nd and 3rd down. before Santos won the game.
2417,3,1,2,0,1,@AcaciaBrinley crusty hoe
2425,3,0,3,0,1,"@AdamHarmon @JeffJeffAllen Yeah tht a bitch, we ain't gay Brah. Chill"
2427,3,0,2,1,1,"@Adogg_34 RT @jb_barker10: Snapchat got hacked, all of you hoes about to have some explaining to do http://t.co/tworXRoJEI"
2431,3,0,3,0,1,"@AidaApple14 imma bitch i know , leave me alone"
2433,6,0,5,1,1,@Air_Zeke_12 hell yeah I got bokoo hoes when I had my fro
2434,3,0,0,3,2,"@AjKFAN Big congrats to all! I expect him to be blogging on rube chat in a few days! Now get some sleep, you will need it!"
2445,3,1,2,0,1,@Alejandro_Bihhh @CapoDaAssHole so y'all niggaz ain't never listen to no slow shit with a bitch
2461,3,0,3,0,1,@AllEyesOnKIE &#128514;&#128514;&#128514; real rap fucked that bitch lay up for the day that's really disrespectful like bitch u couldn't feel the throw up coming&#128530;
2471,3,1,2,0,1,"@AmPowerBlog haha, says the little bitch who let someone take his phone. A real man wouldn't have let that happen. A little bitch would."
2474,3,1,2,0,1,@AmandaBynes yea that always looks nice.all the monkey faced women a see around Santa Monica. Looks better than natural beauty. #don'tBeDumb
2477,3,0,0,3,2,@AmazinMixBeauti don't feel like reading right now I wanna give a sexy coolie girl some lyrics via text message ;-)
2478,3,0,1,2,2,@AmazinMixBeauti why? You wanna gimme a baby? You look coolie....it might could work lol
2479,3,0,1,2,2,@AmeezysAngels96 I'm the trash
2481,3,0,2,1,1,@AmericanMirror @Praedor The Cop was bitch slapped by this wanna B st. thug. And he got what TM got Dead See you don't slap cops they R law
2484,3,0,3,0,1,@American_Pye bitch would rather fuck a poster? damn... thats cold.
2488,3,0,0,3,2,@AmosPOrr Congrats Amos! :)
2491,3,2,1,0,0,@AndreBerto can't wait for more PEDS is that it? Roid munching faggot
2494,3,0,3,0,1,@Andreaa_olvera smd bitch
2502,3,1,2,0,1,@Angllee2500 ain't nobody offending u fuckin peckerwoods I despise of a no good white ungrateful honkey
2505,3,0,3,0,1,@Anita_Farid @Angjly LMAO &#128514;. The side ho gets all the real action anyways .
2512,3,1,0,2,2,"@AnthonyCumia Enjoy it,I'm happy for you,but I hate the Yankees,and yes the Sox did choke"
2519,3,0,3,0,1,@ApevonTarskin fuck u ugly ass bitch
2520,3,1,2,0,1,@AppleciderPapi @OGBEARD @godIevel nah u just a fag
2523,3,2,1,0,0,@Arbogucci guys not supposed to get their ass sucked queer
2526,3,0,3,0,1,@Are_Ohh_Bee bitch see you then then bitch. And good luck to you.
2531,3,1,2,0,1,@AriesTheOG cut a bitch
2535,3,1,2,0,1,@ArtbyLecardin @Amy0813Amy @Deeiiggee until the world sees 2 faggot jungle bunnies are fucking and one got pregnant
2542,3,0,3,0,1,@Ashlynohma wtf I DMd you bitch
2543,3,0,0,3,2,@AstrosCounty Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees -HC
2544,3,1,2,0,1,@AsvpRvchel @kittty_jpg @nosfiend215 nah im forreal both of yall pussies smell like some dried up crusty fish guts
2547,3,1,2,0,1,@AtBlackface @MrMooncricket @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 fuck u bitch
2555,3,1,2,0,1,@AustinG1135 your the one keeping me up faggot!
2574,3,0,3,0,1,@BBCandice @dorothy5334 @JoyGrenade if u cant talk without talking about ur cunt mama im thru talking
2579,3,1,2,0,1,@BIackiechan @TheUncurvable @ToneDaGawd @CurtDatNigga lmfaoooo that's some fag shit man.
2585,3,0,3,0,1,@BRIdifferent bishhhhhh waasup where this bitch up
2591,3,1,2,0,1,@B_Stewart9 quit bein a little bitch B
2595,3,0,3,0,1,@Badbitch_Amen @JoeAnoaiReigns I put this bitch to shame&#128514;&#128514;
2608,3,0,1,2,2,"@BarackObama l voted and supported u and u pulled the rug out from under us, a nation and worse, cuz were not in ""your circle"" were trash."
2612,3,2,1,0,0,@Barbod6FCB @_cblaze @ODDBEAST cracker jack shut the fuck up
2614,3,0,3,0,1,"@Barbod6FCB oh really and that's word where u be at then I wanna see what bout then, I don't wanna hear what u gonna do I want see it bitch"
2620,3,1,2,0,1,@Based_Saiyan my grandpa has better comebacks and he's dead you faggot go outside and let go of your little ass dick for a minute
2625,3,0,1,2,2,@BeattyJustin @KYOppCoalition I am one proud hillbilly.
2630,3,0,3,0,1,@BeenBasedB do this nigga think he mick foley ?
2638,3,1,2,0,1,@Benny_Balboa yall fucking trash boyy!!! #gladbagflow
2647,3,0,3,0,1,@BigDaddySniper you far asf too nigguh
2648,3,0,3,0,1,@BigLovemusic Bruh that won't happen cuz I can see that big bitch or it before it strikes.
2656,3,0,3,0,1,"@BillPeriman @Po_st 
I bet he would have gone ape shit and killed them all if they attacked Muslims."
2658,3,0,0,3,2,@BillPeriman Or as I like to put it 'looking through race colored glasses' @Kel_Antoinette8
2659,3,0,3,0,1,"@BillPeriman Send all the fucking muzzies home, now doj come and get me motherfuckers"
2669,3,0,3,0,1,@BitchsLoveMosa do these bitches really love Mosa though #MosaGang http://t.co/0g1J8Bibpl
2672,3,0,3,0,1,"@Bitterchick 
Dat means get the fuck out hoe I be thinkin"
2678,3,0,0,3,2,@BlackManUSA @chrislhayes well that's some cracker jack secret service work there. jfk anyone?
2694,3,0,3,0,1,"@BlakkHoodie_562 yeah that niggah played good, lowkey i wanted brazil to win"
2704,3,1,2,0,1,@BobbyBotsods @MrMooncricket @FuckTheMallcops @UncleUnco no u eat it inbred trailer trash.
2705,3,0,3,0,1,@BobbyRosee Let the hoes tell it man..
2721,3,1,2,0,1,@Bossman_Carl lmaooo naw nigga imma stay right in your mentions hoe
2722,3,0,3,0,1,@Bossman_Carl nigga I didn't have no change.yall some hoes for Tryna shoot know y'all can't shoot
2723,3,0,3,0,1,@Bossman_Carl wake your ass up hoe
2728,3,0,3,0,1,@BranninWGL I'll say it for you.. Do ya woman want you on the couch in plain sight or outchea with these bitches? Simple.
2730,3,0,3,0,1,@BraveConWarrior She is a bitch ! This mess is all BO's fault! ALL OF IT!
2731,3,3,0,0,0,@BraxCity29 @maria_obregon_g @sophia_freeman1 3/4 of a citizen. I said it for you maria you spic
2737,3,0,1,2,2,@BrenJJGMom @hweldon Well...how about those Yankees this year? What a run. #wtfiswrongwithnebraska
2754,3,0,3,0,1,@Briscoefunnyguy lol he still a lil bitch
2757,3,1,2,0,1,"@BrocktonBitch 
We niggas like fuckin roaches. Let one in and you hot dam infested. You a crazy bitch. I dig yo ass"
2759,3,0,3,0,1,@BrotherDiabeats take your queer ass dubstep out of here
2764,3,0,3,0,1,@Buckm00se @DaRealAlexInLA I didn't spoil anything &amp; you should have been watched it nigger nig nog
2772,3,2,1,0,0,@Buckm00se true sand niggers &amp; bum Brits claim he's a ATG hall of fame legend smh
2775,3,0,0,3,2,@Buster_ESPN Huh.....last 10 games..Tampa 8-2/Balt 7-3/Yanks 6-4...and they lost their best pitcher. Please explain your logic.
2782,3,0,1,2,2,@CBSThisMorning @NorahODonnell tx trash you know trouble w ACA is in GOP gov states but like @60 @LaraLogan_News you report lies anyway
2784,3,0,1,2,2,@CBSThisMorning @charlierose racist @NorahODonnell tx trash enjoy your high along with gop win a substitute for racist @MittRomney loss!
2785,3,2,0,1,0,@CBSThisMorning @charlierose racist @NorahODonnell tx trash racist why wld u intvw @MittRomney n ask racist questions itwas so disrespectful
2803,3,1,2,0,1,@C_janacek07 @Nick_504_ a fucking verse from Don trip bitch stop assuming shit
2806,3,0,3,0,1,@Caliqueeen14 you da realest bitch out here Amber
2813,3,0,3,0,1,@CallMeRenee_ bitch u 1
2815,3,1,2,0,1,@CallMeRenee_ dam bitch
2817,3,0,3,0,1,"@CallNeeshCakey &#128514; das new bae , my bitch bad or naw lmao"
2825,3,0,1,2,2,@CallNeeshCakey we in this bitch finna get crunk eyebrows on double PAPP &#128165;&#128165;
2829,3,0,0,3,2,@CapitolEVAN That's where I saw the leprechaun. He told me to burn things.
2831,3,0,3,0,1,@CapoDaAssHole @Alejandro_Bihhh damn that hoe just came out but look at how many hoes said his shit jamming on my shit
2843,9,2,7,0,1,"@CarelessOne92 I'm not Hollywood at all my nig, u brought me to twitter n bounced"
2847,6,0,6,0,1,"@CarelessOne92 weeknd make muzik for the hoes b, im tryna meet these women he be talkin bout"
2848,3,2,1,0,0,@CarelessOne92 you styl gotta get dem tweets off my nig
2855,3,0,3,0,1,@CassiusClay_232 I know bro nigga seen a 7'1 African playing Guard and was handling the hoe
2868,3,0,3,0,1,"@CdashRay ""she's wearing the same shirt, what a bitch."""
2876,3,0,0,3,2,@Cee_Murda94 no it's yellow fin. It's in edgewater
2879,3,0,1,2,2,@CellNBuu ewwww her nips are DEF more perfect than that
2886,3,3,0,0,0,@ChaleCarlo5 stay talking defending your fuckboy ass boyfriend or what? go suck him off while youre at it faggot
2896,3,0,0,3,2,"@CharlieDaniels Come on Charlie! 
OUR GOVERNMENT WAS JUST TRYING TO PROTECT THE DESERT TORTOISE! 
Atleast, that's what Barack Obama Says..."
2897,3,1,2,0,1,@CharlseyKay Homeee fag
2901,3,2,0,1,0,@CheCha__ be gone my nigguh
2909,3,0,3,0,1,@ChiefKeef fucc droppin songs when yu gon drop a mixtape nicca
2914,3,1,2,0,1,@Chokmah_Makob you said good bye dumb bitch snd i said ok..what is it with you white devils...i have nothing for you vampire lover of blood
2919,3,0,3,0,1,"@ChrisProbst11 @thorsyndirgard @peta 
Right in the pussy"
2920,3,0,0,3,2,"@ChrisSFMori 
gun sales have skyrocketed. Gun crime has fallen sharply.
Any claim to the contrary is using fuzzy math."
2922,3,2,1,0,0,"@Chris_Anzueto @Josh_Mackey15 you call someone a faggot and then say to kill themselves, you are a pathetic human being. A fucking disgrace."
2924,3,0,3,0,1,@ChristyMack fugly bitch john will dump ur ratchet ass
2933,3,0,3,0,1,@ClicquotSuave I would dead upper cut that bitch
2936,3,0,0,3,2,@ClicquotSuave the new nip dropped today rii?
2939,3,0,0,3,2,@CogitoErgoBibo Penske runs the 22 in NASCAR. It's yellow. There's a sponsor already there. #WouldMakeALottaSense
2941,3,0,3,0,1,@CokeFuckedYou I'm in this bitch on some insomnia shit. Been in bed since midnight.
2945,3,0,3,0,1,@Coley_Cee @_xpriceless_lmaoo bitch dat was a low blow
2960,3,0,0,3,2,@ConanOBrien dat is one ugly animal but da monkey is adorable.
2961,3,0,3,0,1,@Conrad_MLG im goin now so be expecting to get slept faggot
2965,3,0,3,0,1,@CoreyRoyalty_ *hoes
2982,3,0,3,0,1,@CsSalazar15 see bro pussy changes you &#128514;&#128514;&#128557;&#128527;&#128527;
2985,3,0,3,0,1,@CsSalazar15 yeah right pussy !
2991,3,0,2,1,1,"@Cuner Makes you a pussy. Making stupid internet threats. You're a child and if it is about you which idk if it is, it's probably deserved."
3013,3,1,2,0,1,@DaDamnBone &#128514;&#128514; I'm Finna DM you the pic Bruh these hoes funny
3023,3,0,3,0,1,@DamianHuffaker haha just kiddin but ya we should and get that fag @taylerhatesyou to come and well go fishin or some shit
3033,3,0,2,1,1,@DanielM023 Hell na !! Hes a honky brah
3034,3,2,1,0,0,@DanielSizelove @Conrad_MLG get on cunt
3036,3,0,3,0,1,@DaniellaParella no I wuz just making a general statement. I've never called u a bitch
3039,3,0,3,0,1,@DareTnzR I know these hoes ain't right
3041,3,2,1,0,0,@Darienbaby_xoxo jk I'd fuck a dog before I fuck you fish pussy
3044,3,0,0,3,2,@Darknight420 It's showing Fairy blocked me @hajihuntingpat @PaulSmitheringa @JoeDouglas1 @JewJitsuGrl @blackorchidm16 @taxman206
3047,3,0,3,0,1,"@Darth_Snuff I'd sell anything if people are willing to buy it, how highly do prostitutes think of their pussy to sell that"
3055,3,0,3,0,1,@DavetheBrave1 come over hoe
3057,3,2,1,0,0,@DavetheBrave1 that hoe on some other shit bro rt and 100x better rn that a nigga high
3062,3,0,0,3,2,@DeArionBASEDGOD Kendrick is not better than papoose or drake
3068,3,1,2,0,1,"@DecodnLyfe @LupeFiasco @Larellj another black man? What does that have to do with anything? Once a monkey, always a monkey, Chicago idiot"
3079,3,0,3,0,1,@DeezNutsDoe shut your mouth you little fuckin bitch
3080,3,1,2,0,1,@DeezNutsDoe you dirty little bitch
3084,3,0,3,0,1,@DeliaParedez @rikki_lovee @GabrielaAngela4 @StephyRae7 @TheOneMiss_Luu @Ramona_Pilar I'm coming bitches.
3096,3,1,2,0,1,@DezzzyBo Lol that nigga a real retard
3104,3,1,2,0,1,@Digo13Nieto thanks little fag &#128536;
3117,3,1,2,0,1,"@DizzyBala @jmattear awww, dis sellout nigguh still talking."
3118,3,0,0,3,2,"@DizzyBala God awful, and that dude is Dorian / eggplant black."
3128,3,0,3,0,1,"@DomIzDope lmao I've always wanted to ski..bust my ass or not I'm innat hoe, fit and all."
3129,3,0,3,0,1,"@DomWorldPeace Oh nab.. Def not that easy. You may not know, nor believe this but I'm legendary for curving pussy.. lol Guilty pleasure."
3131,3,2,1,0,0,"@DonnerKay @surlyrevenant An enraged 6'4"" 290 lb Mike Brown lethal weapon on legs.His hatred 4 the police &amp; whitey added fuel 2 his arsenal"
3145,3,0,3,0,1,@Dre_Day200 bitch
3150,3,1,2,0,1,@DrewHelms21 I know right so much retard
3152,3,2,1,0,0,@Drfreezeburnn That's not bias. It's an objective fact that Philly fans are cunts.
3159,3,0,3,0,1,"@Dswizzle3 bitch your unknown u dont have a mixtape and you damn sure cant rap, u couldn't rap if your life depend on it"
3161,3,0,3,0,1,@Dswizzle3 oh hell no u have no swag whats so ever not even a little bit with dem cheap ass pugs and why so have a rag on bitch u not black
3164,3,0,3,0,1,@DudeWithAHighKD @jeffreyhaas @JUDDNATION she sucks..bitch cant even pretend dance.
3171,6,0,6,0,1,@EVBY_HATES_ASH that bitch wants everybody out though.. thats the same shit she did to me at one point
3181,3,0,2,1,1,@Eddie_Hayden1 lol yeah bro good choice. But bitches do love foreign whips so it's a personal decision
3190,6,0,6,0,1,"@ElaineeEspinoza *you're, *bitch"
3208,3,0,3,0,1,@EricWithAHotDad bitch I'm done with school
3214,3,2,1,0,0,@ErinTaylor14 @BRios82 you both sure do You want to give a free pass to every border jumper in this country you two are what's wrong here
3215,3,0,3,0,1,@Ese_Miro bitch please &#9995;
3217,3,1,2,0,1,@EvanBecker513 @_TriggaPlease_ @MorbidMermaid @zooyorkinit @_ShayisdaBOMB_ @Rainbowblake they can see this dumbass nigger
3221,3,0,3,0,1,@Evan_White4 @jeremy_hemsley really that's why we got side hoes &#128526;
3232,3,0,3,0,1,@FOLLOWNOVA Yooo I was thinking bout that the other day lol.. You only really speaking of one person my niggah
3236,3,0,3,0,1,@FabianMleal aoas you write back bitch lol
3245,3,0,3,0,1,@Fatass_mee pussy
3249,3,1,2,0,1,"@FemsHaveBallz what an unfortunate clothing choice... Hoes with the crooked belly ring. Completes the ""dumb trash"" motif perfectly"
3255,3,2,1,0,0,@Fit4LifeMike @chanelisabeth hoe don't make me put up screenshots of your texts to me hoe
3260,3,1,2,0,1,@FlawlesS_Dv @TehDucKii pussy ass bitch
3262,3,0,1,2,2,"@FletcherMassie @TelcoAg @rcb05 Go back to mutt, Rev I style. Of course, that would necessitate running over a dog and adopting it."
3268,3,0,0,3,2,@Flyers4Cup boy I had no idea that was coming. It's called a smartphone. You're horrible at trash talk
3273,3,3,0,0,0,@FrankieJGrande fugly queer white trash
3300,3,0,1,2,2,"@Furrystoat For the record #NoHomo but don't care who is unless I gotta see it.. same with every sexuality even birds, dogs.. what not."
3308,3,0,3,0,1,@GDuenez ur one to talk bitch
3309,3,0,3,0,1,"@GGChanel @jesjosie Yeah, it's fuck that Jigsaw-faced bitch everyday, B."
3312,3,0,3,0,1,@GOOSEmon420er you're being a bitch lol but naa serio wassuo
3320,3,0,3,0,1,@GabrielaAngela4 @DeliaParedez @StephyRae7 @TheOneMiss_Luu @Ramona_Pilar @rikki_lovee whatever Gabby! You hoe
3333,3,0,3,0,1,@Get__Em__Craig lol I will be there in the morning hoe
3336,3,0,3,0,1,@Gethenian ffffffffffffuck. Baratheon rebellions are a bitch.
3337,3,0,3,0,1,@GforGent bitch what happen to comin thru
3339,3,0,3,0,1,@GiantRaiderKing oh you sneaky son of a bitch you
3344,3,0,2,1,1,"@GingerDemoness 
My shit's like an eggplant baby. Black and big enough so dat all da women gets dem a piece"
3348,3,0,2,1,1,"@GingerDemoness @mjkeenan 
Does da N mean negro?"
3352,3,0,3,0,1,@GirlThatsVonte no it ainn bitch
3353,3,0,3,0,1,@GirlThatsVonte shut up bitch
3359,3,0,3,0,1,@Gloryyyy18 brooooo I miss you bitch
3364,3,2,1,0,0,"@God_loves_biebs Go pray in a church or something fag, no one cares about your religious bullshit."
3377,3,0,3,0,1,@Gorillaleo fuck your chicken sandwich ho!!!
3378,3,3,0,0,0,@GossipCop Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!
3380,3,1,2,0,1,@GossipCop screw the little porch monkey!
3386,3,0,3,0,1,@GrandeHead biiiiitch that hoe looks perfect haha but iight
3390,3,0,1,2,2,@GregHillWAAF soo what you putting on those crackers Gregg?
3392,3,0,3,0,1,@GrizzboAdams @wyattnuckels I'm on that straight Cali kush bitch don't kill my vibe
3397,3,1,2,0,1,@GrizzboAdams @wyattnuckels haha you playin nigga I fuck bitches make money and smoke that straight og kush
3399,3,0,3,0,1,@GrizzboAdams @wyattnuckels this Friday at the c burg mall you gettin whipped like the bitches I fuck
3407,3,0,0,3,2,@GroteSmurf0 @illMartino @SvensTweet @KangUcup3 goh d AnoniemeAso meeting heeft weer pauze.Nog steeds niet bij hoofdstuk:hoe haal ik m'n ID?
3413,3,0,3,0,1,"@Guz1012_ I've had to do it in multiple classes. Ain't really that rare. Also, don't call your teacher a bitch on twitter."
3416,6,0,1,5,2,@HAUNTINGILINSKY @sorryimalex Bc @taylorcaniff is trash why would he lie about that? I told you he's real
3428,3,0,1,2,2,@HalleyBrenks3 interesting #hick
3429,3,0,3,0,1,@HanSolosSon bruh really rocking a toaster on his face lmaoooo he prolly got 0 bitches too man.
3434,3,2,1,0,0,"@HarveyLevinTMZ @sly309 they want what I got, I want what they got, America.they got the word nigger, I want it to"
3442,3,3,0,0,0,@HeauxmerSimpson I'm jus tryna vaca away from the niggers bro.
3447,3,0,3,0,1,@HeilSidious @dyldobaggenss whatta you fags doin?
3449,3,2,1,0,0,"@HeilSidious Sion is a faggot. Very meh ganks pre-6 and post-6 his ganks are still pretty meh he's just a tank, nothing special imo Mao +"
3455,3,0,3,0,1,@Hendrixoxo wtf hoe answer my question
3460,3,1,2,0,1,@Hi__________Bye omfg or the other pics of the tranny lmao
3461,3,0,3,0,1,@HighOffTatianna lol fuck these lil bitches ain't shit to peep &#128526; wassup w/ you tho
3467,3,0,3,0,1,@HipsterBreeez Na a young bitch got school &#128514;&#128514;&#128514;
3471,3,1,2,0,1,@HomoHulk same here. Fucking hated that bitch.
3476,3,0,1,2,2,@Honeysuckle_Tav Well he canonically plays the troll equivalent of Pokemon... *throws the new Fairy type at him*
3477,3,0,0,3,2,@HonorChrisKyle @_tony_soprano2 Amen on this tweet. 105 mm rockets from Victor Charlie leave a lasting impression.
3478,3,1,2,0,1,"@HopOnTheBeast i found her right here, good job unfollowing me btw faggot http://t.co/kD3iSeIoLd"
3497,3,2,1,0,0,"@HuffingtonPost im American, don't give 2 shits about the beaners, ship them beaners back"
3503,3,0,3,0,1,@Hunglikerobby_ @emmadiabetes I have an open mind and that bitch Beyonc&#233; is crazy&#128528;
3506,3,2,1,0,0,@Hunglikerobby_ that was so gay. And I was tanning bitch. Juvie made me white
3508,3,0,3,0,1,@Huntermoore @shelbyritner shelby your pussy is beat up
3509,3,0,3,0,1,@Huntermoore All of these bitches lying
3512,3,0,3,0,1,@Huntermoore finger my pussy slowly with circular motion
3519,3,0,3,0,1,@Huntermoore my pussy is aching for ur follow bae
3525,3,0,3,0,1,@HunturPls @SteeZeyFLOW nice ears bitch you look like a god damn elephant..
3526,3,0,3,0,1,@Hype I'm not delivering to that bitch boy anymore.
3529,3,0,3,0,1,@IAMHICK3Y @chillbr0chill bitches on my dick but look at me I'm fucking beautiful
3530,3,0,3,0,1,"@IAMKINGRICO I don't fight or want to fight bitches who don't know who the fuck I am. Fuck I look like doing that? Nigga, PLEASE!"
3534,3,0,3,0,1,"@IAmPikey 
Well ho di doe. Thank you"
3540,3,0,3,0,1,@IHOP you fucking pussy
3542,3,0,2,1,1,"@IHuntGoblins @Sinatraa_ every time I beat you I'm ""being a faggot"" maybe I'm just being better than you lmao"
3543,3,0,3,0,1,@IIDeAIID @JQuiiin So many bitches you gon need to change ya name from Jebidiah to Bitches.
3547,3,0,3,0,1,@IIiirb bitch ass
3563,3,0,3,0,1,@IbePocahontas bitch we shot a music video
3568,6,0,6,0,1,@Iemonaids I'd pop dat lemon for some real pussy.
3583,3,0,3,0,1,"@ImToBlame Apple TV got the NFL channel on that bitch, I'm pretty sure they're all on there. I've watched a couple. @DukeOfZamunda"
3593,3,1,2,0,1,@Im_Thirst Shin's a faggot. I'm glad your chipped him.
3600,3,0,3,0,1,@InEyeAleE you're filled with pimps and hoes. We'll just talk about those I knows. @JosephBananas
3610,3,0,0,3,2,"@IntentionalTalk Half jar of marmalade, shaved monkey, saran wrap, mini horse. Give your best scene. #askkevin"
3615,3,0,3,0,1,@Issa_GOLD u think that dream has anything to do with those two dumb bitches in San Diego lol
3624,3,0,3,0,1,"@ItsMander 
AIDS ain't all dat bad. You can become da hoe and do da crack and ain't gonna make no difference anyhow"
3630,6,0,5,1,1,"@ItsOnlyJess @LukeFriendyy @J_CATS_RULE she's a right twat, I'd tell you, honestly Sky! Honestly &#128520;&#127829;"
3645,3,0,3,0,1,@JHafe big booty hoes!
3646,3,0,3,0,1,"@JHannahhh oh you mean Noah zimmerman's cute ass &#128525;. I mean he should, he talks to his hoes all day everyday . &amp; his girl Courtney &#128514;&#128564; sooo"
3648,6,0,0,6,2,@JLlVE looks prime for some trash pick up
3649,3,2,1,0,0,@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile
3651,3,1,2,0,1,@JNunchuckfuck u can just ask him to suck his dick not that hard white trash
3657,3,0,2,1,1,@JPerez003 teabaggers are anti American. Hows it feel to hate your country?
3660,3,2,1,0,0,@JRise88 @LongLiveTylerD your a fag
3664,3,0,3,0,1,@JStac825 @ThatAngryNigga at least after nearly two decades of complete trash they put out ATYSYC to redeem themselves.
3679,3,0,2,1,1,"@J_Fritzy @vivaalakatyy @Lompartayy @brotherbill7 @JHuff_5 bitch better back up, Katy's mine"
3682,3,0,0,3,2,@J_Logan And you know best about the bird moves...!!!
3692,3,3,0,0,0,@JadeGreenleaf fag
3696,3,2,1,0,0,@JaiBrooks1 ur brother looks so queer and ugly
3703,6,0,0,6,2,"@JamieWinn4 that's ""energy"" the City is ""Electric"" gotta go to Yankees Stadium, When they are winning. It is truly ""electrifying"""
3708,3,0,3,0,1,@JasonAstley I hate that shit. Like bitch don't ask me for shit makin me waste my time and your dumb ass ain't even using it.
3725,3,0,3,0,1,@JawShoeeAhhh shut up bitch
3727,3,1,2,0,1,@JawShoeeAhhh that means you're balling if you're Jewish lol I don't love hoes lol
3728,3,0,3,0,1,@JawShoeeAhhh you're a bitch lol
3729,3,0,0,3,2,@JayJuice22 @Ish_MallyMal no song I've heard was good is what I mean by he's trash
3735,3,0,3,0,1,@JayyRosayy you ain't got no hoes lil jess you're a lil guy
3739,3,0,3,0,1,@JefDaBest: The fact this bird ass nigga took my phone and did a light skin pose in school @Mrste617 smh lol http://t.co/Zd3vctXGXh
3742,3,1,2,0,1,@JennaHord12 Feels like it's been a year since I seen ya queer lolol
3744,3,0,0,3,2,@JennyJohnsonHi5 Did you say spray tan? **Charlie Crist switches back to Republican**
3745,3,1,2,0,1,@JennyMcCarthy don't let idiots that can't even spell retarded get you down.
3748,3,0,3,0,1,@JerGucci I can trap anywhere I wanna just because I ain't a bitch n in rarely solo.
3754,3,0,3,0,1,@JermsAllOver I can't be homeless in 2014.... but them bitches better not slip in 2015
3765,3,2,1,0,0,"@JizzAtTheScene and how am I assume shit 
,hmm cuz u don't know what fuck u talking about crackers these days."
3768,3,0,3,0,1,@Jo_clark6 @pache16 @PcktSizeCae an just don't be a hoe about it! Haha
3782,3,0,3,0,1,@Joe_Schmucc Dog Government jobs is the SHIT. I done got my last few off that bitch.
3789,3,0,1,2,2,@Johnny3_ @HPGuilty trash ain't it
3794,3,0,0,3,2,@JonahNRO No good options left indeed. This president makes Jimmy Carter look like a piker. So sad.
